osm_id,latitude,longitude,addr:city,addr:country,amenity,conflict_date,conflict_type,name,nearest_conflict_dist_km,osm_id,osm_type,religion,school:CD,source
772918436,-4.3105731,15.2796659,kinshasa,CD,school,2024-01-03,Strategic development,École maternelle de la Gombe,3.52,772918436,way,Kinshasa ,primaire,GPS
772918427,-4.3100253,15.2796872,kinshasa,CD,school,2024-01-03,Strategic development,École Internationale ŞAFAK,3.54,772918427,way,Kinshasa ,primaire,GPS
57357941,-4.3100199,15.3001132,kinshasa,CD,school,2024-01-03,Strategic development,École maternelle,1.56,57357941,way,Kinshasa ,primaire,GPS
57357940,-4.3098283,15.2995215,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.62,57357940,way,Kinshasa ,primaire,GPS
57357937,-4.3096521,15.2993894,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.65,57357937,way,Kinshasa ,primaire,GPS
4749983,-4.3095926,15.3000937,kinshasa,CD,school,2024-01-03,Strategic development,École Notre Dame de Fatima,1.6,4749983,relation,Kinshasa ,primaire,GPS
753674320,-4.309059,15.2856787,kinshasa,CD,school,2024-01-03,Strategic development,Collège Boboto,2.96,753674320,way,Kinshasa ,primaire,GPS
4866013704,-4.3087366,15.3178623,kinshasa,CD,school,2024-01-03,Strategic development,École portuguaise,1.53,4866013704,node,Kinshasa ,primaire,GPS
998119240,-4.3087007,15.2990148,kinshasa,CD,school,2024-01-03,Strategic development,IFASIC,1.75,998119240,way,Kinshasa ,primaire,GPS
5410208647,-4.3085395,15.2867889,kinshasa,CD,school,2024-01-03,Strategic development,École Maternelle Boboto,2.87,5410208647,node,Kinshasa ,primaire,GPS
5410208648,-4.3084271,15.2871966,kinshasa,CD,school,2024-01-03,Strategic development,C.S. Manyanga,2.84,5410208648,node,Kinshasa ,primaire,GPS
1369177816,-4.3084234,15.2916583,kinshasa,CD,school,2024-01-03,Strategic development,NA,2.41,1369177816,way,Kinshasa ,primaire,GPS
3477493250,-4.3084113,15.2916664,kinshasa,CD,school,2024-01-03,Strategic development,Collège Les Saphirs,2.41,3477493250,node,Kinshasa ,primaire,GPS
753674322,-4.3082385,15.283172,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Bosangani,3.25,753674322,way,Kinshasa ,primaire,GPS
1372367637,-4.3079533,15.3176042,kinshasa,CD,school,2024-01-03,Strategic development,NA,1.58,1372367637,way,Kinshasa ,primaire,GPS
9246824078,-4.3079289,15.3173972,kinshasa,CD,school,2024-01-03,Strategic development,English International School,1.57,9246824078,node,Kinshasa ,primaire,GPS
772918439,-4.306972,15.2852804,kinshasa,CD,school,2024-01-03,Strategic development,Institut Supérieur Pédagogique de la Gombe,3.1,772918439,way,Kinshasa ,primaire,GPS
440111691,-4.3053231,15.3147319,kinshasa,CD,school,2024-01-03,Strategic development,Institute Georges Simenon,1.71,440111691,node,Kinshasa ,primaire,GPS
52595375,-4.3039933,15.2935788,kinshasa,CD,school,2024-01-03,Strategic development,Lycée Français René Descartes (Site de Kalemie),2.55,52595375,way,Kinshasa ,primaire,GPS
4945976043,-4.3004859,15.3160161,kinshasa,CD,school,2024-01-03,Strategic development,Collège Saint Joseph,2.27,4945976043,node,Kinshasa ,primaire,GPS
7518261526,-2.5407093,28.8670839,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Mahama,4.91,7518261526,node,Kivu,primaire,GPS
7387324594,-2.5366031,28.8563785,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Baraka,4.13,7387324594,node,Kivu,primaire,GPS
7396262657,-2.536533,28.8591646,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Salongo Lwana,4.19,7396262657,node,Kivu,primaire,GPS
7387324589,-2.5357122,28.8464153,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Busiba,3.99,7387324589,node,Kivu,primaire,GPS
7402879649,-2.5353885,28.8476052,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Astere,3.94,7402879649,node,Kivu,primaire,GPS
7387310583,-2.5353457,28.8568944,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Confiance,4,7387310583,node,Kivu,primaire,GPS
7387324597,-2.5348335,28.8572302,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Aksante,3.96,7387324597,node,Kivu,primaire,GPS
7387324595,-2.5340543,28.8567455,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Amani,3.86,7387324595,node,Kivu,primaire,GPS
7387324656,-2.5338495,28.8532633,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Incence,3.78,7387324656,node,Kivu,primaire,GPS
7417977809,-2.531337,28.85307,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Kabuye,3.5,7417977809,node,Kivu,primaire,GPS
7387324610,-2.5309998,28.8573566,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Rehema,3.54,7387324610,node,Kivu,primaire,GPS
7387324660,-2.5309221,28.8528947,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Foyer du Savoir,3.45,7387324660,node,Kivu,primaire,GPS
7396262607,-2.5307289,28.8474391,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Kinjuba,3.43,7396262607,node,Kivu,primaire,GPS
7387324636,-2.5305162,28.8578789,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Souplexe,3.5,7387324636,node,Kivu,primaire,GPS
7387324659,-2.5302361,28.8245192,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Fazili,4.4,7387324659,node,Kivu,primaire,GPS
7518261537,-2.5294714,28.8568108,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut la Vision,3.36,7518261537,node,Kivu,primaire,GPS
7417977808,-2.5289557,28.8454962,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Kabasha,3.26,7417977808,node,Kivu,primaire,GPS
7387324601,-2.5288374,28.8429295,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Safi-Kwetu,3.3,7387324601,node,Kivu,primaire,GPS
1235017581,-2.5274167,28.8572778,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Tuendelee,3.15,1235017581,node,Kivu,primaire,GPS
7417977818,-2.5273238,28.8566685,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Cidasa,3.13,7417977818,node,Kivu,primaire,GPS
7533747949,-2.5271964,28.8563752,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Vangu,3.11,7533747949,node,Kivu,primaire,GPS
7518261553,-2.5268554,28.8302893,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Mulwa,3.7,7518261553,node,Kivu,primaire,GPS
1235015496,-2.5266621,28.8299278,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Mulwa,3.71,1235015496,node,Kivu,primaire,GPS
7387324634,-2.5265428,28.8519589,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Victoire,2.96,7387324634,node,Kivu,primaire,GPS
7387324653,-2.5263808,28.8262397,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Jean-Jacques,3.95,7387324653,node,Kivu,primaire,GPS
7396262572,-2.5259877,28.8410232,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Malu,3.06,7396262572,node,Kivu,primaire,GPS
1235015694,-2.5257778,28.8571111,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Nyanja,2.97,1235015694,node,Kivu,primaire,GPS
7387324648,-2.5230821,28.8469798,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Colombe,2.59,7387324648,node,Kivu,primaire,GPS
7518261554,-2.5228032,28.8487975,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Mulindwa,2.54,7518261554,node,Kivu,primaire,GPS
7402879657,-2.5227311,28.8469758,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Uaminifu,2.55,7402879657,node,Kivu,primaire,GPS
7396262633,-2.5223521,28.8480224,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Buholo,2.5,7396262633,node,Kivu,primaire,GPS
7387324658,-2.5222561,28.8490229,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Horizon,2.48,7387324658,node,Kivu,primaire,GPS
7396262637,-2.5212362,28.8502186,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Aden,2.36,7396262637,node,Kivu,primaire,GPS
1235016730,-2.5210833,28.8588333,Bukavu,CD,school,2024-01-02,Violence against civilians,École primaire Elimu,2.54,1235016730,node,Kivu,primaire,GPS
7417977819,-2.5210139,28.8352853,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Ciriri,2.85,7417977819,node,Kivu,primaire,GPS
7387324596,-2.5209522,28.8484079,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Ashuza,2.34,7387324596,node,Kivu,primaire,GPS
7387324613,-2.5203501,28.8499222,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Namur,2.26,7387324613,node,Kivu,primaire,GPS
7533747978,-2.5197534,28.8365292,Bukavu,CD,school,2024-01-02,Violence against civilians,Lycée Familiya Dei,2.66,7533747978,node,Kivu,primaire,GPS
7387324611,-2.5197083,28.8464933,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Oda,2.23,7387324611,node,Kivu,primaire,GPS
1235016379,-2.5193611,28.8561667,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Hodari,2.26,1235016379,node,Kivu,primaire,GPS
1235017248,-2.5189722,28.8490278,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Kahuwa,2.11,1235017248,node,Kivu,primaire,GPS
4950829794,-2.5188995,28.8494808,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Fadhili,2.1,4950829794,node,Kivu,primaire,GPS
7387310581,-2.5185928,28.8532641,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Elo Nyamugo,2.1,7387310581,node,Kivu,primaire,GPS
1235016322,-2.5183889,28.8458611,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Nyakaliba,2.1,1235016322,node,Kivu,primaire,GPS
7533747955,-2.5183667,28.8339942,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Saint Matthieu,2.71,7533747955,node,Kivu,primaire,GPS
7387324588,-2.5183642,28.8350163,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Charme,2.63,7387324588,node,Kivu,primaire,GPS
7387324633,-2.5182944,28.8365382,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire le Bonheur,2.52,7387324633,node,Kivu,primaire,GPS
7515023085,-2.5180422,28.8511026,Bukavu,CD,school,2024-01-02,Violence against civilians,Université de Proximité,2.01,7515023085,node,Kivu,primaire,GPS
7387324623,-2.5176022,28.8505916,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Maria Utuangaziye,1.96,7387324623,node,Kivu,primaire,GPS
7533747963,-2.5175833,28.8509605,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Olimba,1.96,7533747963,node,Kivu,primaire,GPS
7387324590,-2.5175469,28.8500625,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Camp Cinema,1.95,7387324590,node,Kivu,primaire,GPS
1235017145,-2.5170556,28.8553333,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Nidunga,1.99,1235017145,node,Kivu,primaire,GPS
7396262595,-2.5170094,28.8436078,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Kiriza,2.02,7396262595,node,Kivu,primaire,GPS
199022546,-2.5168515,28.8503491,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Bahati,1.87,199022546,way,Kivu,primaire,GPS
7387324651,-2.5167136,28.8480548,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Kitoko 2,1.87,7387324651,node,Kivu,primaire,GPS
7387324622,-2.5164843,28.8483232,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Mapatano,1.84,7387324622,node,Kivu,primaire,GPS
7387324649,-2.5164394,28.8387922,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Conscience,2.21,7387324649,node,Kivu,primaire,GPS
1235017396,-2.5163333,28.8436389,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Furaha,1.95,1235017396,node,Kivu,primaire,GPS
199022530,-2.5163225,28.849955,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Saint François Xavier,1.81,199022530,way,Kivu,primaire,GPS
199022538,-2.5163137,28.8501404,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Saint François Xavier,1.81,199022538,way,Kivu,primaire,GPS
7533747979,-2.5161706,28.839689,Bukavu,CD,school,2024-01-02,Violence against civilians,Lycée Cesar,2.13,7533747979,node,Kivu,primaire,GPS
7387324640,-2.5159348,28.8618897,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Persévérance,2.21,7387324640,node,Kivu,primaire,GPS
7387324646,-2.5156991,28.8519664,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Croisière,1.76,7387324646,node,Kivu,primaire,GPS
7396262642,-2.5156275,28.8528429,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Amkeni,1.77,7396262642,node,Kivu,primaire,GPS
7387324629,-2.5139017,28.8482483,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Levert,1.56,7387324629,node,Kivu,primaire,GPS
7387310582,-2.5137934,28.8401478,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Dane,1.88,7387310582,node,Kivu,primaire,GPS
1235015951,-2.5122393,28.8478166,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Ntwali,1.38,1235015951,node,Kivu,primaire,GPS
7399890681,-2.5122101,28.8525975,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Kabika,1.39,7399890681,node,Kivu,primaire,GPS
7518261539,-2.5119215,28.8657752,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut la Varonique,2.2,7518261539,node,Kivu,primaire,GPS
1235017167,-2.5117049,28.8482021,Bukavu,CD,school,2024-01-02,Violence against civilians,École primaire Ulindi,1.32,1235017167,node,Kivu,primaire,GPS
195645608,-2.5114774,28.853226,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole de la paix - Communaute de Sant 'Egidio,1.33,195645608,way,Kivu,primaire,Bing
7396262582,-2.511076,28.8659506,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire la Veronica,2.16,7396262582,node,Kivu,primaire,GPS
1001811912,-2.5106692,28.857085,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Superieur Pédagogique de Bukavu,1.42,1001811912,way,Kivu,primaire,GPS
7387324599,-2.5104341,28.8450055,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Aigle de Vision,1.29,7387324599,node,Kivu,primaire,GPS
1235015522,-2.5100556,28.8450556,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole primaire Camp Mweze,1.25,1235015522,node,Kivu,primaire,GPS
7533747960,-2.5098495,28.8449002,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Plateau,1.23,7533747960,node,Kivu,primaire,GPS
7387324587,-2.5097334,28.8580862,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Cebya,1.41,7387324587,node,Kivu,primaire,GPS
7387324657,-2.5095872,28.8697014,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Gracia,2.43,7387324657,node,Kivu,primaire,GPS
7387324631,-2.5094668,28.86396,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire le Prophète,1.87,7387324631,node,Kivu,primaire,GPS
7518261541,-2.5089138,28.8533624,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut la Trinite,1.06,7518261541,node,Kivu,primaire,GPS
12511805627,-2.5085711,28.8460794,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Saint Israël,1.05,12511805627,node,Kivu,primaire,GPS
7402879650,-2.5084623,28.8450729,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Augustino,1.09,7402879650,node,Kivu,primaire,GPS
7396262566,-2.5083976,28.8539836,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Matendo,1.03,7396262566,node,Kivu,primaire,GPS
7387324627,-2.5078351,28.863423,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Maendeleo,1.73,7387324627,node,Kivu,primaire,GPS
730056255,-2.5076172,28.8663426,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Merci Wesha,2,730056255,way,Kivu,primaire,GPS
7518261561,-2.5074309,28.8702836,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Mgr Bya'Ene,2.4,7518261561,node,Kivu,primaire,GPS
968512399,-2.5065031,28.8488488,Bukavu,CD,school,2024-01-02,Violence against civilians,Wima School,0.73,968512399,way,Kivu,primaire,GPS
4587841796,-2.5063935,28.845158,Bukavu,CD,school,2024-01-02,Violence against civilians,ITFM: Institut Technique Fundi Maendeleo,0.89,4587841796,node,Kivu,primaire,GPS
7387310580,-2.5058838,28.8687166,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Elite,2.18,7387310580,node,Kivu,primaire,GPS
12511849791,-2.5058555,28.8694623,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Découverte,2.26,12511849791,node,Kivu,primaire,GPS
7387324647,-2.5056618,28.8695049,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Decouverte,2.26,7387324647,node,Kivu,primaire,GPS
7335621786,-2.5055617,28.8590894,Bukavu,CD,school,2024-01-02,Violence against civilians,Groupe Scolaire Gardienat,1.18,7335621786,node,Kivu,primaire,GPS
12511849794,-2.5053478,28.8690879,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Saint Joseph,2.2,12511849794,node,Kivu,primaire,GPS
7387324644,-2.5051545,28.8402023,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Famille,1.23,7387324644,node,Kivu,primaire,GPS
7335626585,-2.505119,28.8587121,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Saint Michel,1.12,7335626585,node,Kivu,primaire,GPS
12511849792,-2.5050235,28.8689512,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Elite,2.18,12511849792,node,Kivu,primaire,GPS
7387324619,-2.5038017,28.8791262,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Michel,3.26,7387324619,node,Kivu,primaire,GPS
7399893392,-2.5037192,28.8699548,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Mignos,2.26,7399893392,node,Kivu,primaire,GPS
7402879655,-2.5036269,28.8759322,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Akya,2.91,7402879655,node,Kivu,primaire,GPS
7396262585,-2.5033303,28.8833941,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire la Référence,3.73,7396262585,node,Kivu,primaire,GPS
7387324630,-2.5028617,28.869508,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire le Miracle,2.19,7387324630,node,Kivu,primaire,GPS
7387324632,-2.5006853,28.8826516,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Lapereau,3.63,7387324632,node,Kivu,primaire,GPS
7139744385,-2.5006292,28.8805823,Bukavu,CD,school,2024-01-02,Violence against civilians,ISM,3.4,7139744385,node,Kivu,primaire,GPS
12512080043,-2.500625,28.8673756,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe scolaire LA FONTAINE,1.93,12512080043,node,Kivu,primaire,GPS
7528077485,-2.5004875,28.8824685,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Laperaux,3.61,7528077485,node,Kivu,primaire,GPS
7528073687,-2.5003168,28.8809813,Bukavu,CD,school,2024-01-02,Violence against civilians,Lucée Arche de l’unité,3.44,7528073687,node,Kivu,primaire,GPS
7387324638,-2.4999743,28.8889416,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Reine,4.33,7387324638,node,Kivu,primaire,GPS
12511802981,-2.4999675,28.885873,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Notre Dame de la Paix/Nguba,3.99,12511802981,node,Kivu,primaire,GPS
7533747980,-2.4999338,28.873106,Bukavu,CD,school,2024-01-02,Violence against civilians,Lycée Cirezi,2.57,7533747980,node,Kivu,primaire,GPS
1001811907,-2.499909,28.8767025,Bukavu,CD,school,2024-01-02,Violence against civilians,Collège Alfajiri,2.97,1001811907,way,Kivu,primaire,GPS
7387324617,-2.4997755,28.8568709,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Mon Bon Village,0.76,7387324617,node,Kivu,primaire,GPS
7528079285,-2.4995748,28.8791471,Bukavu,CD,school,2024-01-02,Violence against civilians,École primaire l’Estonac,3.24,7528079285,node,Kivu,primaire,GPS
7396262666,-2.4991714,28.8792308,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Sainte Jeanne de Lestonnac,3.25,7396262666,node,Kivu,primaire,GPS
7396262586,-2.4991556,28.8343339,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Luganda,1.74,7396262586,node,Kivu,primaire,GPS
1235017597,-2.4989352,28.8875337,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Nguba,4.17,1235017597,node,Kivu,primaire,GPS
7387324624,-2.4987036,28.8776864,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Maman Gloria,3.08,7387324624,node,Kivu,primaire,GPS
7533747971,-2.4983272,28.888311,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Mushere,4.26,7533747971,node,Kivu,primaire,GPS
7387324618,-2.4981123,28.8376244,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Merci Wesha,1.39,7387324618,node,Kivu,primaire,GPS
7292354785,-2.4979997,28.8865352,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Étoile,4.06,7292354785,node,Kivu,primaire,GPS
7387324591,-2.4978915,28.8792302,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Brain,3.26,7387324591,node,Kivu,primaire,GPS
7387324643,-2.4971207,28.8309555,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Gloire,2.14,7387324643,node,Kivu,primaire,GPS
7387324620,-2.4966758,28.8870037,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Matimanyi,4.13,7387324620,node,Kivu,primaire,GPS
7396262559,-2.4966383,28.8283176,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Mushekere,2.44,7396262559,node,Kivu,primaire,GPS
7387324603,-2.4950883,28.846592,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Karhale,0.66,7387324603,node,Kivu,primaire,GPS
7387324655,-2.4948781,28.8393075,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Ibuye,1.32,7387324655,node,Kivu,primaire,GPS
316719244,-2.4947133,28.8327591,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Mwanzo,2,316719244,way,Kivu,primaire,GPS
7396262650,-2.4939785,28.8234335,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Ushindi Cikera,3.03,7396262650,node,Kivu,primaire,GPS
7302102385,-2.4939217,28.8886799,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Espoir,4.35,7302102385,node,Kivu,primaire,GPS
7399890672,-2.4935437,28.8474589,Bukavu,CD,school,2024-01-02,Violence against civilians,École Primaire Kataliko,0.77,7399890672,node,Kivu,primaire,GPS
7387324642,-2.4928802,28.8452002,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Franchise,0.95,7387324642,node,Kivu,primaire,GPS
5809109053,-2.4928373,28.840995,Bukavu,CD,school,2024-01-02,Violence against civilians,SOS Villages D’Efants,1.28,5809109053,node,Kivu,primaire,GPS
7387324639,-2.4909031,28.8348116,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Puissance Divine,1.97,7387324639,node,Kivu,primaire,GPS
7387324600,-2.4905073,28.8459703,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Rubangisa,1.15,7387324600,node,Kivu,primaire,GPS
7402879670,-2.4903234,28.839576,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Nyarwizimya,1.58,7402879670,node,Kivu,primaire,GPS
7396262659,-2.4898017,28.8438558,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Tuungane,1.32,7396262659,node,Kivu,primaire,GPS
7387324628,-2.4895857,28.8430496,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire l'Héritage,1.39,7387324628,node,Kivu,primaire,GPS
7518261521,-2.4887453,28.832938,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Matumaini,2.27,7518261521,node,Kivu,primaire,GPS
7533747950,-2.4885711,28.8426558,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Tupendane,1.51,7533747950,node,Kivu,primaire,GPS
317418796,-2.4861687,28.8593653,Bukavu,CD,school,2024-01-02,Violence against civilians,,1.86,317418796,way,Kivu,primaire,GPS
7387324625,-2.4854612,28.8347795,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Malkiya,2.34,7387324625,node,Kivu,primaire,GPS
7387324641,-2.4852941,28.8273723,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire la Production,3,7387324641,node,Kivu,primaire,GPS
7396262556,-2.4847735,28.8279648,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Mulambula,2.98,7396262556,node,Kivu,primaire,GPS
7533747977,-2.4802064,28.8178244,Bukavu,CD,school,2024-01-02,Violence against civilians,Lycée Nyakavogo,4.2,7533747977,node,Kivu,primaire,GPS
7396262664,-2.4800551,28.8172572,Bukavu,CD,school,2024-01-02,Violence against civilians,Ecole Primaire Robozo,4.26,7396262664,node,Kivu,primaire,GPS
7387324614,-2.4779361,28.8385326,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Noella,2.76,7387324614,node,Kivu,primaire,GPS
1235017763,-2.4757041,28.8379998,Bukavu,CD,school,2024-01-02,Violence against civilians,Bwindi,3.01,1235017763,node,Kivu,primaire,GPS
7402881286,-2.473248,28.8228246,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Bangu,4.24,7402881286,node,Kivu,primaire,GPS
7387324612,-2.467368,28.8340489,Bukavu,CD,school,2024-01-02,Violence against civilians,Complexe Scolaire Omega La Merveille,4.04,7387324612,node,Kivu,primaire,GPS
7402879684,-2.4645206,28.8358197,Bukavu,CD,school,2024-01-02,Violence against civilians,Institut Bora,4.25,7402879684,node,Kivu,primaire,GPS
8543217172,-1.6816189,29.2288497,Goma,CD,school,2024-01-01,Battle,École Privée des Volcans,1.62,8543217172,node,Kivu,primaire,GPS
7533747981,-1.6812129,29.2316446,Goma,CD,school,2024-01-01,Battle,Lycée Amani,1.8,7533747981,node,Kivu,primaire,GPS
653736391,-1.6804566,29.2316218,Goma,CD,school,2024-01-01,Battle,Lycée Amani,1.74,653736391,way,Kivu,primaire,GPS
193155352,-1.6803101,29.2289121,Goma,CD,school,2024-01-01,Battle,Elementary School,1.52,193155352,way,Kivu,primaire,Bing
